,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Cluster_Neighborhood,TotalSF,TotalBath,TotalPorchSF
2482,2483,20,RL,86.0,8665,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,89.0,TA,TA,CBlock,TA,TA,Mn,Rec,168.0,BLQ,288.0,420.0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,No,Unavailable,Attchd,1968.0,RFn,1.0,264.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,1,2007,WD,Normal,3,1773.0,1.0,0
2483,2484,20,RL,72.0,8398,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,323.0,TA,Gd,CBlock,TA,TA,No,LwQ,114.0,BLQ,529.0,300.0,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,No,Unavailable,Detchd,1972.0,Unf,2.0,528.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2007,WD,Normal,3,1886.0,2.0,132
2484,2485,20,RL,72.0,8169,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,216.0,ALQ,435.0,261.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,No,Unavailable,Detchd,1966.0,Unf,1.0,315.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,7,2007,WD,Normal,3,1824.0,2.0,204
2485,2486,20,RL,81.0,14175,Pave,Unavailable,Reg,Bnk,AllPub,Inside,Mod,Sawyer,PosA,Norm,1Fam,1Story,5,5,1956,1998,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,386.0,ALQ,522.0,332.0,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,Yes,Gd,Attchd,1956.0,Unf,1.0,323.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,12,2007,WD,Normal,3,2615.0,2.0,0
2486,2487,60,RL,99.0,16779,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,5,4,1920,1996,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,356.0,TA,Fa,CBlock,Gd,TA,No,BLQ,267.0,Unf,0.0,404.0,GasA,Fa,Y,SBrkr,0,4,1,TA,11,Mod,Yes,Gd,Attchd,1946.0,Unf,2.0,638.0,TA,TA,Y,No,Unavailable,Unavailable,Shed,500,5,2007,WD,Normal,3,3325.0,3.0,698
2487,2488,50,RL,70.0,6960,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,7,8,1940,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,258.0,Unf,0.0,422.0,GasA,Ex,Y,FuseA,0,2,1,Gd,6,Typ,Yes,Gd,Attchd,1940.0,Unf,1.0,224.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,7,2007,WD,Normal,3,1982.0,2.0,126
2488,2489,20,RL,91.0,11375,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1954,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,736.0,Unf,0.0,231.0,GasA,TA,Y,SBrkr,0,3,1,Gd,6,Typ,Yes,TA,Attchd,1954.0,Unf,2.0,494.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,10,2007,WD,Normal,3,2266.0,1.0,361
2489,2490,20,RL,85.0,13770,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1958,1998,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,TA,TA,CBlock,TA,TA,Mn,Rec,190.0,BLQ,873.0,95.0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,Yes,Gd,Attchd,1958.0,Unf,1.0,303.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,10,2007,Unavailable,Normal,3,2334.0,2.0,0
2490,2491,20,RL,72.0,9000,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,Slab,Unavailable,Unavailable,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,GasA,TA,N,FuseA,0,3,1,TA,5,Min2,No,Unavailable,2Types,1952.0,Unf,2.0,460.0,Fa,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,3,998.0,1.0,140
2491,2492,20,RL,80.5,11075,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1984,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,136.0,TA,TA,PConc,Gd,TA,No,BLQ,299.0,LwQ,891.0,0.0,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,Yes,TA,Attchd,1984.0,Fin,2.0,552.0,TA,TA,Y,No,Unavailable,GdPrv,Unavailable,0,2,2007,WD,Normal,4,2712.0,2.0,245
2492,2493,20,RL,65.0,17541,Pave,Unavailable,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1948,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,Gd,Mn,BLQ,300.0,Unf,0.0,109.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,Yes,TA,Detchd,1996.0,Unf,2.0,576.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,WD,Normal,2,1734.0,2.0,42
2493,2494,20,RL,65.0,22692,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,587.0,Unf,0.0,486.0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Mod,Yes,TA,Detchd,1953.0,Unf,2.0,649.0,TA,TA,P,No,Unavailable,Unavailable,Unavailable,0,3,2007,COD,Normal,2,2703.0,2.0,64
2494,2495,20,RL,84.0,17808,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,484.0,GasA,TA,N,SBrkr,0,2,1,TA,4,Mod,No,Unavailable,Attchd,1946.0,Unf,1.0,336.0,TA,TA,N,No,Unavailable,Unavailable,Unavailable,0,7,2007,WD,Normal,2,1726.0,1.0,0
2495,2496,20,RL,102.0,12671,Pave,Unavailable,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1954,1994,Hip,CompShg,MetalSd,MetalSd,Stone,300.0,TA,Gd,CBlock,Gd,Fa,No,LwQ,353.0,Unf,0.0,935.0,GasA,Ex,Y,SBrkr,0,4,1,Gd,6,Min2,Yes,Gd,Attchd,1954.0,Fin,2.0,527.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,WD,Normal,4,3710.0,3.0,207
2496,2497,50,RL,70.0,10512,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,491.0,Unf,0.0,497.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,No,Unavailable,Attchd,1954.0,Unf,1.0,332.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,2,2614.0,2.0,366
2497,2498,20,RL,60.0,5400,Pave,Unavailable,Reg,HLS,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,453.0,Unf,0.0,411.0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,No,Unavailable,Attchd,1958.0,Unf,1.0,399.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,2,1728.0,2.0,0
2498,2499,30,RL,65.0,11515,Pave,Unavailable,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,Unavailable,Unavailable,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,GasA,TA,N,SBrkr,0,3,1,Gd,5,Min2,No,Unavailable,Detchd,1958.0,Unf,1.0,308.0,TA,TA,N,No,Unavailable,Unavailable,Unavailable,0,8,2007,WD,Normal,2,943.0,1.0,60
2499,2500,120,RL,39.0,3869,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,TwnhsE,1Story,5,6,1984,1984,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,149.0,Gd,Ex,CBlock,TA,TA,No,LwQ,283.0,GLQ,755.0,0.0,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Typ,No,Unavailable,Attchd,1984.0,RFn,1.0,264.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,WD,Normal,2,2076.0,2.0,105
2500,2501,20,RL,58.0,9280,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,557.0,Unf,0.0,785.0,GasA,Ex,Y,SBrkr,0,4,1,TA,7,Typ,No,Unavailable,Detchd,1951.0,Unf,1.0,256.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,4,2007,WD,Normal,2,2684.0,2.0,0
2501,2502,50,RL,60.0,11100,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1951,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,1080.0,Unf,0.0,0.0,GasA,TA,N,SBrkr,0,4,1,TA,7,Typ,Yes,Gd,Attchd,1951.0,Unf,1.0,253.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,WD,Normal,2,2560.0,2.0,68
2502,2503,50,RL,50.0,7550,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1920,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,951.0,GasW,Fa,N,SBrkr,0,4,1,TA,7,Typ,No,Unavailable,Detchd,1920.0,Unf,1.0,280.0,Fa,TA,P,No,Unavailable,MnPrv,Unavailable,0,3,2007,WD,Normal,2,2313.0,2.0,0
2503,2504,50,RL,104.0,23920,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1.5Fin,6,5,1984,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1105.0,GasA,Ex,Y,SBrkr,0,4,1,Gd,7,Min2,Yes,Po,Attchd,1984.0,Unf,2.0,515.0,TA,TA,P,Yes,Unavailable,Unavailable,Unavailable,0,4,2007,WD,Normal,3,2927.0,2.0,1207
2504,2505,60,RL,75.0,9317,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,497.0,Unf,0.0,282.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,TA,Attchd,1994.0,RFn,2.0,499.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,CWD,Normal,3,2737.0,4.0,295
2505,2506,20,RL,71.0,9178,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1643.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,Gd,Attchd,2007.0,Fin,3.0,870.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,9,2007,New,Partial,4,3294.0,2.0,268
2506,2507,20,RL,93.0,10481,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,2140.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,No,Unavailable,Attchd,2006.0,Fin,3.0,894.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2007,New,Partial,4,4280.0,3.0,168
2507,2508,20,RL,66.0,10235,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1643.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,Gd,Attchd,2007.0,RFn,3.0,870.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,9,2007,New,Partial,4,3294.0,2.0,256
2508,2509,20,RL,75.0,11750,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,20.0,Unf,0.0,1526.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,No,Unavailable,Attchd,2005.0,RFn,3.0,796.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2007,WD,Normal,4,3092.0,2.0,186
2509,2510,20,RL,73.0,8760,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,Gd,TA,PConc,Gd,TA,No,GLQ,36.0,Unf,0.0,1453.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,Gd,Attchd,2005.0,RFn,2.0,674.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2007,WD,Normal,4,2989.0,2.0,182
2510,2511,20,RL,64.0,7242,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1270.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,No,Unavailable,Attchd,2005.0,RFn,2.0,524.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,WD,Normal,4,2540.0,2.0,96
2511,2512,60,RL,78.0,9316,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,879.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,No,Unavailable,Attchd,2005.0,RFn,2.0,578.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,10,2007,WD,Normal,4,2674.0,3.0,275
2512,2513,60,RL,67.0,8883,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,Gd,TA,PConc,Gd,TA,No,GLQ,608.0,LwQ,321.0,0.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,TA,Attchd,1988.0,RFn,2.0,619.0,TA,TA,Y,No,Unavailable,GdPrv,Unavailable,0,5,2007,WD,Normal,3,2802.0,4.0,300
2513,2514,20,RL,155.0,20064,Pave,Unavailable,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,8,6,1976,1976,Shed,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,Gd,Gd,LwQ,51.0,GLQ,915.0,0.0,GasA,Ex,Y,SBrkr,0,0,1,Gd,5,Typ,Yes,Fa,Attchd,1976.0,Fin,2.0,529.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,4,2709.0,3.0,646
2514,2515,20,RL,70.0,14217,Pave,Unavailable,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,550.0,Unf,0.0,472.0,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,No,Unavailable,Detchd,1995.0,Unf,2.0,747.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2007,WD,Normal,4,2044.0,2.0,0
2515,2516,60,RL,57.0,10021,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,1997,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,539.0,Unf,0.0,96.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,No,Unavailable,Attchd,1997.0,RFn,2.0,497.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,4,1943.0,4.0,196
2516,2517,20,RL,60.0,8428,Pave,Unavailable,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,No,GLQ,420.0,Unf,0.0,570.0,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,No,Unavailable,Detchd,1995.0,Unf,1.0,384.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,WD,Normal,4,1980.0,2.0,256
2517,2518,20,RL,70.0,16561,Pave,Unavailable,IR2,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,549.0,Unf,0.0,548.0,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,No,Unavailable,Attchd,1996.0,Unf,1.0,242.0,TA,TA,Y,No,Unavailable,GdPrv,Unavailable,0,7,2007,WD,Normal,4,2194.0,3.0,306
2518,2519,60,RL,47.0,10820,Pave,Unavailable,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,342.0,Unf,0.0,646.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,TA,Attchd,1999.0,RFn,2.0,597.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,3,2007,WD,Normal,4,2861.0,3.0,325
2519,2520,60,RL,43.0,12352,Pave,Unavailable,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,638.0,Unf,0.0,215.0,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,Yes,Fa,Attchd,1998.0,RFn,2.0,534.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,3,2007,WD,Normal,4,2606.0,4.0,74
2520,2521,60,RL,68.0,9543,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,845.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,No,Unavailable,Attchd,2001.0,RFn,2.0,517.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,2,2007,WD,Normal,4,2535.0,3.0,103
2521,2522,60,RL,70.0,8826,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,No,GLQ,841.0,Unf,0.0,144.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,TA,Attchd,2000.0,Fin,2.0,486.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,WD,Normal,4,2827.0,4.0,289
2522,2523,20,RL,97.0,11800,Pave,Unavailable,IR1,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,663.0,Unf,0.0,201.0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,No,Unavailable,Attchd,1974.0,Unf,2.0,440.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2007,WD,Family,4,1758.0,1.0,0
2523,2524,80,RL,59.0,8660,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,502.0,Unf,0.0,513.0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,Yes,Fa,Detchd,1979.0,Unf,2.0,370.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,WD,Normal,4,2040.0,2.0,127
2524,2525,80,RL,72.0,9720,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,7,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51.0,TA,TA,CBlock,TA,Unavailable,Av,ALQ,755.0,Unf,0.0,240.0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,Yes,Fa,Detchd,1977.0,Unf,2.0,576.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,6,2007,WD,Normal,4,2004.0,2.0,0
2525,2526,20,RL,45.0,8982,Pave,Unavailable,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,539.0,Unf,0.0,501.0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,No,Unavailable,Detchd,1977.0,Unf,2.0,748.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,1,2007,WD,Normal,4,2080.0,2.0,0
2526,2527,20,RL,39.0,16300,Pave,Unavailable,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,4,1977,1977,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,Rec,60.0,BLQ,417.0,399.0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,No,Unavailable,Attchd,1977.0,RFn,1.0,308.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,1,2007,WD,Normal,4,1783.0,2.0,0
2527,2528,20,RL,75.0,9675,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,330.0,Rec,432.0,102.0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,No,Unavailable,Attchd,1975.0,Unf,2.0,440.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,9,2007,Con,Normal,4,1743.0,1.0,80
2528,2529,20,RL,60.0,7200,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,671.0,Unf,0.0,193.0,GasA,Gd,Y,SBrkr,0,3,1,Ex,5,Typ,No,Unavailable,Detchd,1977.0,Fin,2.0,576.0,Gd,Ex,Y,No,Unavailable,Unavailable,Unavailable,0,9,2007,WD,Normal,4,1728.0,2.0,155
2529,2530,20,RL,60.0,7200,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,8,1972,2006,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,385.0,Unf,0.0,0.0,GasA,Gd,Y,SBrkr,0,3,1,Gd,5,Typ,No,Unavailable,Detchd,1975.0,Unf,2.0,728.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,10,2007,WD,Normal,4,1260.0,1.0,352
2530,2531,20,RL,70.0,11354,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,Gd,GLQ,1412.0,Unf,0.0,261.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,TA,Attchd,2000.0,RFn,2.0,583.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,1,2007,WD,Normal,4,3346.0,3.0,535
